source,brand,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Gritzo,New Year Fit,52,cec128f7-cf92-452d-be05-c55c9abfad9b,Creatine,2024-08-10,0,0.0
Instagram,HKVitals,Healthy Start,79,94f19bd1-7a05-462f-a63f-76a51632005a,Gainers,2025-06-21,0,0.0
YouTube,MuscleBlaze,Winter Bulk,12,9c888611-a1bd-42f8-a542-a772a952d757,Vitamins,2024-10-26,2,253.49
Twitter,Gritzo,Summer Shred,25,67aa1ffc-8c66-4e06-a11f-bf4065c6a99b,Protein Powder,2024-11-25,5,505.56
Twitter,HKVitals,Summer Shred,25,7cb7cc7e-9c21-4c00-9b76-958ae94ab9f0,Vitamins,2024-11-12,1,21.88
Instagram,HKVitals,Winter Bulk,84,e662c4d7-4913-483d-85e8-fc541f10a303,Vitamins,2024-08-05,0,0.0
YouTube,HKVitals,Winter Bulk,81,d610c0a6-7cfa-4c1a-8be1-fbeeaa793012,Protein Powder,2024-08-27,2,162.02
Twitter,HKVitals,New Year Fit,99,6c50acef-e914-4439-9680-d217af933a92,Vitamins,2024-10-09,5,657.67
YouTube,MuscleBlaze,Summer Shred,55,4bce6fdb-4f39-448e-968d-bff0cea75f49,Protein Powder,2024-08-08,2,112.86
Instagram,HKVitals,New Year Fit,20,d739cc2c-edfd-49c8-8603-3b629e8b3a9b,Gainers,2025-02-13,0,0.0
Instagram,MuscleBlaze,New Year Fit,3,723e85c2-0ca7-46f6-b860-f78d700d7f6d,Vitamins,2024-09-24,1,50.13
Twitter,HKVitals,New Year Fit,38,adc8790d-59d7-469c-bdd6-dc6bb60ef051,Protein Powder,2025-07-10,4,283.67
Instagram,HKVitals,Summer Shred,2,c784b139-53ec-4c78-9ed8-6572611e9fa9,Gainers,2024-10-26,1,74.4
Twitter,HKVitals,Healthy Start,64,45d4667a-cdc1-4876-8576-a62eb090b50c,Protein Powder,2025-01-03,2,174.91
YouTube,MuscleBlaze,New Year Fit,52,e5d80819-a2e4-4bfb-8340-3a6535233867,Gainers,2024-09-22,1,51.51
YouTube,HKVitals,Summer Shred,92,a058907c-77bf-4151-924b-0742bc6c3db1,Protein Powder,2024-10-18,1,119.14
Instagram,HKVitals,Healthy Start,74,6b05d88e-57c3-43af-a320-53e29bd56c32,Protein Powder,2024-08-17,3,243.5
YouTube,MuscleBlaze,New Year Fit,83,202ab6e0-84e8-4c39-a7ec-7a829f106ace,Gainers,2025-03-20,2,168.65
Twitter,Gritzo,Healthy Start,64,fbfd0c6e-4c3b-4321-9d62-5a6422e93e06,Gainers,2025-06-30,2,75.42
Instagram,HKVitals,Summer Shred,56,432dac6f-0bfa-47c3-b0cf-32270f1da503,Vitamins,2025-01-05,2,271.05
YouTube,HKVitals,Winter Bulk,93,18311b95-896e-4f59-8cb3-55ebfd9b2b3a,Gainers,2024-08-23,3,138.57
Instagram,Gritzo,Winter Bulk,57,7365696d-e86c-477b-a1cc-ce45a8994ea8,Vitamins,2024-12-05,1,42.37
YouTube,MuscleBlaze,Healthy Start,88,e4b55eb2-eef8-49be-a95a-6399959a631c,Gainers,2024-12-27,1,40.75
Twitter,Gritzo,New Year Fit,38,be1bcac7-564b-4a8c-a4c5-8b2e4efd6a7a,Gainers,2024-11-06,2,47.4
Instagram,MuscleBlaze,Healthy Start,84,aac3affe-5d2c-43fe-a5a2-930cb1808a2c,Gainers,2024-10-14,3,282.45
YouTube,Gritzo,Winter Bulk,80,0f05d7c7-40ad-46ef-9878-2eeaf0f5af26,Creatine,2024-11-30,4,127.45
Instagram,MuscleBlaze,Summer Shred,96,bb8ec5f6-5ab5-4916-84a1-bfec2e44550e,Gainers,2024-09-24,3,67.2
YouTube,Gritzo,Winter Bulk,23,e5104f9a-7367-45fc-8720-132e124a5a82,Vitamins,2025-01-21,3,162.08
Twitter,HKVitals,Summer Shred,63,2ca4c7d9-7d43-4457-8d67-4f3444631ac5,Gainers,2025-05-27,3,371.84
YouTube,Gritzo,Winter Bulk,39,e262b6e0-1c28-44a6-b981-171f8b251376,Vitamins,2025-07-07,3,167.08
Instagram,HKVitals,Summer Shred,7,f1bdad4a-2c9e-4010-a30c-79a3ec6e5afc,Creatine,2025-04-19,1,81.82
Twitter,Gritzo,Winter Bulk,46,7c5d78f1-0eae-432f-916c-bb7b1ad84f8c,Vitamins,2025-04-24,1,145.71
Instagram,HKVitals,Summer Shred,5,8cdc83dc-90c3-4ba8-b868-c19dff43ac0a,Creatine,2025-05-25,1,147.94
Instagram,Gritzo,Winter Bulk,15,9fb2b2be-fd4a-435a-8986-c83e0d5d4f4e,Protein Powder,2025-05-02,0,0.0
Twitter,HKVitals,New Year Fit,29,84ec8bb5-9709-4a89-ae06-af825ffafeee,Creatine,2025-05-04,1,72.38
Twitter,MuscleBlaze,Summer Shred,46,e8065e44-be8b-46a2-9d27-7832d587a9e6,Creatine,2025-03-01,1,96.43
Twitter,HKVitals,Summer Shred,89,292b543f-6aa2-4bfe-b875-2b17f64b3694,Protein Powder,2024-08-04,2,217.2
Twitter,Gritzo,Summer Shred,59,56b9f16a-2302-4367-a3c1-e2b0e346e725,Protein Powder,2025-07-03,4,324.96
Instagram,Gritzo,Summer Shred,79,18df9326-9c61-4767-ba84-f7afc0991eda,Protein Powder,2024-08-17,1,78.67
Twitter,MuscleBlaze,Winter Bulk,14,80850adf-faad-4287-b906-115526cf2c95,Protein Powder,2025-05-07,3,419.67
Twitter,Gritzo,Winter Bulk,47,c49a23a7-1bbb-40f6-9239-0fbb1256479f,Creatine,2024-10-01,3,227.86
Instagram,MuscleBlaze,New Year Fit,57,37379843-d060-400c-9c54-2b0c495ab05c,Protein Powder,2024-09-13,3,102.51
YouTube,MuscleBlaze,Healthy Start,83,1e200017-f7fb-4029-a41d-0c06276ec7b5,Creatine,2024-12-09,0,0.0
Twitter,HKVitals,Winter Bulk,16,e76ee76e-ba73-4eb0-93a3-ea0c21abfbbc,Gainers,2024-11-19,0,0.0
Twitter,HKVitals,Summer Shred,99,e624029e-8550-4f7d-b02c-9b65d0529894,Vitamins,2024-11-02,1,20.94
YouTube,MuscleBlaze,Healthy Start,44,7ae60d1f-5f40-49ea-a91e-24dccd96d671,Vitamins,2025-05-01,2,294.35
Twitter,HKVitals,Healthy Start,35,c6f0c978-75ab-4cca-a504-9adc4dbf7df2,Gainers,2025-04-09,2,259.86
YouTube,Gritzo,Winter Bulk,81,67c039a9-457b-4cbc-98fd-ebe53c1fe270,Vitamins,2025-06-04,2,299.46
Twitter,HKVitals,Winter Bulk,54,1f5ba528-e719-4e8a-88ac-c14b906489d4,Vitamins,2025-04-29,3,414.22
YouTube,Gritzo,New Year Fit,53,e9a81a70-df43-4690-8f8b-73f817f67ace,Gainers,2024-11-15,2,287.89
YouTube,HKVitals,Healthy Start,88,1595b680-dd74-49e2-be06-55a6fd427abf,Protein Powder,2024-10-03,0,0.0
Twitter,MuscleBlaze,Summer Shred,19,d6a985b3-ab12-4d65-83f0-0323469f55f6,Protein Powder,2024-10-02,2,223.45
YouTube,MuscleBlaze,Healthy Start,44,17fa1a5a-65b3-4b00-9550-824251867f9b,Gainers,2024-11-28,1,52.92
Instagram,MuscleBlaze,Summer Shred,56,e5651e8e-5e5f-4793-8688-f4bb6f0cdf31,Gainers,2025-03-13,1,45.96
Twitter,Gritzo,Winter Bulk,85,72841e13-989c-4694-82da-932bc18f78a0,Protein Powder,2025-06-04,1,50.25
YouTube,HKVitals,Healthy Start,92,b790bd2f-54bf-49d6-a3e4-5a2a8f138a52,Gainers,2024-11-28,4,440.88
YouTube,HKVitals,Healthy Start,88,9379f2a8-eed0-44ff-b5e7-31bade726f9b,Creatine,2025-04-25,1,52.51
Instagram,Gritzo,Healthy Start,2,1dc7b30a-e171-43a9-a525-7bc98aa75829,Vitamins,2024-09-22,2,72.9
YouTube,Gritzo,New Year Fit,52,c006e22c-ec8b-469d-8bf4-7d24cff923d1,Vitamins,2024-11-02,1,111.62
YouTube,Gritzo,New Year Fit,80,746a067f-1310-42dc-bbac-9fdd5c8a4816,Creatine,2024-12-25,4,333.55
YouTube,MuscleBlaze,Winter Bulk,52,27c9bd93-7a0e-4c2e-aa35-a45116ced94e,Creatine,2025-03-01,2,253.49
Instagram,Gritzo,Healthy Start,5,e9e2a4bb-f21c-4ad7-82ca-92212e00d408,Gainers,2025-03-20,1,122.2
YouTube,MuscleBlaze,Winter Bulk,93,05617875-798d-46aa-a321-c33f85c7a19d,Creatine,2024-08-24,1,102.39
YouTube,Gritzo,Healthy Start,12,6b0216d8-d1c0-4cf0-aa95-199a291d4561,Creatine,2024-08-15,4,277.73
YouTube,Gritzo,Summer Shred,21,ead8af5d-aaa2-4567-a2a7-f20edc8d6a7d,Protein Powder,2025-03-10,3,202.36
Twitter,HKVitals,Healthy Start,76,b98ec272-f354-4970-a204-5e46cec3c5c9,Vitamins,2024-11-25,4,172.77
YouTube,Gritzo,New Year Fit,93,c4b230ba-da78-46f1-b632-21fd468e479d,Protein Powder,2024-07-30,5,660.35
YouTube,Gritzo,Healthy Start,8,16523fa2-ae46-407f-ae6b-e908da7ce0a3,Creatine,2025-05-27,2,293.66
YouTube,MuscleBlaze,Healthy Start,65,c115f059-3a41-4ded-b030-f336af866d80,Protein Powder,2024-11-28,5,133.28
Instagram,HKVitals,Summer Shred,97,60017d57-8905-471c-ac52-a318021d4181,Gainers,2024-07-27,3,251.81
Instagram,HKVitals,Summer Shred,74,2758a129-a2b9-4172-bb1c-6992d6d28558,Gainers,2024-12-23,1,40.65
Instagram,HKVitals,Winter Bulk,31,70e44d82-e6bc-4dd0-8609-d11398fe3228,Creatine,2024-08-04,2,110.01
Twitter,Gritzo,Winter Bulk,37,3149d6b7-9b1e-40ff-801b-c45b0ab9a66b,Gainers,2024-07-28,2,246.37
YouTube,HKVitals,Winter Bulk,95,d4b6d4da-f4f1-44c2-8d85-5c76f21d2b89,Protein Powder,2025-02-22,2,283.88
Twitter,HKVitals,Winter Bulk,67,6fffb56b-c630-4224-8a1f-c6ef2c20a692,Creatine,2025-06-16,2,148.75
YouTube,HKVitals,Winter Bulk,13,253f53c4-9818-46d0-b8d2-0776e19b6400,Gainers,2024-09-27,1,78.27
YouTube,HKVitals,Summer Shred,11,74966aa8-08e6-41e7-868b-3e49654d423c,Protein Powder,2025-07-19,3,186.21
Twitter,HKVitals,New Year Fit,17,89cb2e11-83f8-4e58-b12a-a3f97a6b53bd,Vitamins,2025-06-15,1,128.9
YouTube,Gritzo,Healthy Start,10,380e5f1a-dbe4-4b8c-9828-37e3a9bed9b7,Gainers,2025-06-08,1,103.43
Twitter,Gritzo,New Year Fit,72,548721fe-01de-4cd1-9805-9015ec922afe,Creatine,2024-12-14,3,255.29
Twitter,Gritzo,New Year Fit,64,6a4190bc-c7fd-417c-92f0-b95caba4abe0,Gainers,2025-04-12,2,237.49
Twitter,MuscleBlaze,New Year Fit,63,15615064-c8bf-476f-beb5-c3e5e43eaf96,Vitamins,2024-08-13,4,432.08
YouTube,Gritzo,Winter Bulk,65,73805b26-52bb-4bc1-88cf-e5728bed1abe,Gainers,2025-05-19,7,369.13
Twitter,Gritzo,Winter Bulk,59,0ebc70cf-a05d-4b35-b18b-93af4995fa6b,Protein Powder,2025-07-04,1,88.12
YouTube,MuscleBlaze,New Year Fit,28,3e20bb07-dd64-4a9c-a278-e93056491866,Gainers,2024-09-18,4,271.82
Instagram,MuscleBlaze,Winter Bulk,96,fe9c2200-01d3-46cf-8539-ec2aabb68d14,Creatine,2024-12-02,2,176.25
YouTube,MuscleBlaze,New Year Fit,78,ab834d0d-1c8c-4e60-b6b9-387a9521edb9,Protein Powder,2025-02-23,3,338.43
YouTube,Gritzo,Healthy Start,48,24b82867-d609-4a5a-bf6e-6e29fd6edd4d,Protein Powder,2024-09-03,1,26.5
Instagram,HKVitals,Summer Shred,20,95a09020-79ea-4cc6-a4cd-f6231dfc18f5,Creatine,2024-12-19,2,220.61
YouTube,HKVitals,Healthy Start,48,e0bcf33f-e35d-4c68-a1ff-f98a08a72429,Creatine,2025-01-09,2,260.68
YouTube,Gritzo,Winter Bulk,4,03d4afb6-163e-46c8-807c-85e9b25e1a94,Vitamins,2024-10-13,0,0.0
Twitter,HKVitals,Summer Shred,54,2b79d6fc-e747-4709-aed9-c001ba597ec2,Creatine,2025-05-11,2,42.34
YouTube,MuscleBlaze,Winter Bulk,28,5472b7aa-a23d-4ad2-b4fe-88e06656f2c4,Gainers,2024-10-10,1,99.58
Twitter,MuscleBlaze,Healthy Start,16,3a4c351b-d172-4abe-ac84-721d48f467f0,Protein Powder,2025-02-27,1,96.72
Twitter,Gritzo,New Year Fit,54,d9002e9a-a61f-4b3c-bac0-60ab35f26abe,Creatine,2025-05-05,1,24.84
Twitter,HKVitals,Healthy Start,58,40c0c323-2ae3-4b22-ba2f-2e1d56d68b75,Gainers,2025-07-23,0,0.0
YouTube,Gritzo,Winter Bulk,93,4588eaa0-8bb1-41f2-909a-223daf848081,Vitamins,2025-07-08,2,157.78
Instagram,Gritzo,New Year Fit,82,cec48983-db2a-4a18-b710-f7b7c25b802b,Gainers,2024-12-06,2,71.61
Twitter,MuscleBlaze,Winter Bulk,58,2c91e8ec-d12d-48e4-a549-a3b49b38727c,Creatine,2024-09-27,2,208.21
YouTube,MuscleBlaze,New Year Fit,80,5290b3e1-9a28-44d8-b19c-d6532770164d,Gainers,2024-10-16,3,335.32
Instagram,Gritzo,Healthy Start,51,9646acc4-17a1-4078-83a0-32de8285ba82,Protein Powder,2025-02-26,4,477.41
Instagram,MuscleBlaze,Healthy Start,57,173c4dc3-6772-46df-af39-db7715ba24e5,Protein Powder,2025-01-17,1,135.97
YouTube,Gritzo,Summer Shred,91,22b5fd4e-29dd-40b9-bcb5-117ace1e9a32,Creatine,2024-12-08,0,0.0
YouTube,MuscleBlaze,Summer Shred,83,c3ac2a4b-7251-4703-8413-f791cf9d18f9,Protein Powder,2024-11-06,2,195.18
YouTube,HKVitals,Summer Shred,80,638f2d6e-3d05-4175-a9a0-c071c24d1b14,Vitamins,2024-11-13,2,186.29
YouTube,Gritzo,Summer Shred,65,7bcc6cd3-4f4a-41a3-99d8-9de8f39d41cb,Protein Powder,2025-06-24,1,99.62
YouTube,HKVitals,Winter Bulk,69,627a2b01-371a-46c2-b4cc-1c59bd55e041,Protein Powder,2025-03-01,6,244.24
Twitter,MuscleBlaze,Winter Bulk,27,68ee6b5b-c107-42d3-82f6-133822490227,Gainers,2024-08-30,2,191.68
YouTube,Gritzo,Healthy Start,69,6bd43525-4407-4839-9ad8-cd495d8063c6,Gainers,2025-01-08,2,263.16
Twitter,HKVitals,New Year Fit,6,360ec5bd-52cc-4c79-a2fb-44822495497f,Protein Powder,2024-09-14,2,289.15
Instagram,MuscleBlaze,Winter Bulk,56,22b6f2da-ca80-4baa-a5d4-061567ee62be,Gainers,2025-06-13,0,0.0
Instagram,HKVitals,Healthy Start,68,67eecb74-f962-42c3-ab84-94644d4f6d3f,Gainers,2024-08-28,0,0.0
YouTube,Gritzo,Summer Shred,12,09933468-0a43-427f-a2c2-74acf1cca2a3,Protein Powder,2025-04-19,4,519.62
Twitter,MuscleBlaze,Healthy Start,22,3333851f-a52c-4d7a-9a56-d4735a17b5c1,Vitamins,2025-07-04,1,137.77
Twitter,HKVitals,Summer Shred,33,31d5772a-92ff-4269-a505-6bc999c5aa45,Vitamins,2024-11-09,3,381.25
YouTube,Gritzo,Winter Bulk,53,a6fbc342-6c03-4778-aaba-58b3f6db0ada,Protein Powder,2025-06-13,3,266.61
Twitter,Gritzo,Winter Bulk,42,24bb0b72-4dff-4ea6-8323-c4d31d14c573,Protein Powder,2025-07-20,1,136.43
YouTube,MuscleBlaze,Healthy Start,8,fcbef6ba-b9ba-4ba8-9ed6-af6829fc55c1,Gainers,2024-08-26,1,120.98
Instagram,HKVitals,Winter Bulk,41,13e10ddb-3b09-4949-b321-8e3c855c4990,Gainers,2024-08-15,2,263.53
Twitter,MuscleBlaze,New Year Fit,34,267fbc02-19b7-426d-8d6b-d43d508e66cc,Protein Powder,2025-04-21,3,244.83
Twitter,HKVitals,Winter Bulk,26,d1d57af5-e179-4e8f-a536-cd3e4fb8250b,Vitamins,2024-08-25,1,105.97
Twitter,HKVitals,New Year Fit,66,1630324e-6d9a-43be-a131-a8d55303267f,Protein Powder,2025-06-05,2,208.67
YouTube,Gritzo,Healthy Start,8,631c3545-1bb4-4628-abe9-23e679f9ff8d,Gainers,2025-02-22,5,326.38
YouTube,MuscleBlaze,Summer Shred,53,a96f9891-7128-4b97-9e7f-55a21f6697cb,Gainers,2025-03-09,4,169.85
YouTube,HKVitals,Winter Bulk,53,1f29b756-117d-4852-a2c6-f1b917841b1b,Protein Powder,2025-03-09,1,99.92
Instagram,Gritzo,Summer Shred,71,527c137d-33cb-485e-964f-927da8b60d3f,Vitamins,2024-11-10,5,441.05
Instagram,Gritzo,Winter Bulk,84,2b232e32-7979-4f3c-8c02-c83ae956b81f,Creatine,2025-06-16,2,135.76
YouTube,Gritzo,New Year Fit,53,1812c743-bf6a-4c7c-ab0d-6dc8eaf5c9b9,Protein Powder,2025-07-13,3,352.82
YouTube,HKVitals,Winter Bulk,65,bd845669-0f38-44df-ac8b-a93e8cd2e701,Vitamins,2025-02-23,3,428.6
Twitter,Gritzo,Winter Bulk,70,0ccc31cd-7292-4b13-985b-2742b5e3d9b6,Vitamins,2025-05-26,1,135.89
YouTube,MuscleBlaze,New Year Fit,55,53488f76-c015-436b-bcc2-ebe221beaabf,Protein Powder,2025-04-21,7,990.45
Twitter,MuscleBlaze,Healthy Start,60,94bda601-30d9-419d-804b-8487f227e8c4,Vitamins,2025-05-11,2,186.85
YouTube,Gritzo,New Year Fit,8,a8923d03-e6e5-418f-90c5-0d546b94227e,Creatine,2025-02-27,1,134.67
Twitter,Gritzo,New Year Fit,33,503ecf93-14ab-4f89-b6f0-c20565362b2a,Creatine,2024-08-12,2,40.88
YouTube,MuscleBlaze,Healthy Start,28,76bd6767-c504-4b4e-afc1-ca94ae50c5f9,Protein Powder,2024-09-23,2,276.31
YouTube,MuscleBlaze,Summer Shred,95,a82c2061-87d0-4d54-b5eb-c0e2a44092d2,Creatine,2025-05-07,1,43.6
Instagram,Gritzo,Summer Shred,51,f929bd8b-9ce8-43c8-8837-052ff0fa741f,Vitamins,2025-04-04,0,0.0
Twitter,MuscleBlaze,Healthy Start,72,f4c255d9-49cd-412d-b5d8-f05d46df3769,Gainers,2025-04-23,2,114.17
Instagram,Gritzo,Healthy Start,79,2b51c06c-5cd5-4f03-92a8-1d52027cb0c8,Creatine,2025-03-15,2,230.23
Twitter,MuscleBlaze,New Year Fit,34,e6e01863-950e-4868-ae3f-acaea7349ff8,Creatine,2025-04-20,1,79.27
Twitter,MuscleBlaze,Healthy Start,85,08dba273-f7b9-47ac-b206-a4d15f4117cb,Creatine,2024-12-21,0,0.0
Twitter,Gritzo,Healthy Start,59,1d10ca1c-3d13-441a-aaf3-ef6e82ebdfe6,Protein Powder,2024-08-31,2,288.33
Instagram,MuscleBlaze,Summer Shred,18,100111c8-1bb9-4ef2-a5b2-cbfbeab4c741,Gainers,2025-01-26,3,246.38
Instagram,Gritzo,Winter Bulk,2,902ea8b1-2858-4552-a91e-68310cdccefe,Gainers,2024-09-05,2,155.2
Instagram,Gritzo,New Year Fit,90,12b11927-3d28-455b-bea0-dbbbc4b4f0d8,Gainers,2024-10-18,2,193.2
YouTube,Gritzo,Summer Shred,11,b87c2304-463c-4bf4-97d2-169ecf8d26ff,Protein Powder,2025-04-15,3,276.46
Instagram,HKVitals,Summer Shred,57,d7f7de6e-d42c-4b08-a490-90284cde9934,Creatine,2024-09-05,4,228.27
Twitter,MuscleBlaze,Healthy Start,77,839ba6b5-d472-419f-b0a2-9fa5005e15c3,Gainers,2025-04-18,1,51.5
Twitter,HKVitals,Summer Shred,99,0010010c-a505-4be1-975f-e4f4b5a179d4,Protein Powder,2024-12-13,2,270.83
YouTube,MuscleBlaze,Winter Bulk,48,3d26596d-aed4-48d5-82ef-15fccdb6fb0d,Gainers,2024-09-07,2,158.49
Twitter,Gritzo,Summer Shred,29,b1cb33c8-4b24-40bd-b6be-84292ae57053,Creatine,2024-09-11,1,67.34
YouTube,MuscleBlaze,Healthy Start,91,1dbed8c5-c2b3-43c8-bc26-46ee90e73637,Vitamins,2024-09-01,4,483.6
Instagram,MuscleBlaze,Healthy Start,79,e0d9f0ea-7e9c-4049-8171-1a00968532ac,Vitamins,2024-10-04,1,45.37
Twitter,HKVitals,Healthy Start,64,80f5c296-1401-4f63-8ea4-58e26a8ff3c0,Protein Powder,2025-04-16,1,49.77
Twitter,MuscleBlaze,Winter Bulk,64,7175e56e-3fd4-4b2e-9d83-c5d99a9a8691,Protein Powder,2024-09-13,3,398.42
Instagram,HKVitals,New Year Fit,82,abd3796d-a46f-4d61-b239-08787d941680,Protein Powder,2024-12-13,1,75.44
Instagram,Gritzo,New Year Fit,73,558a0fa9-8625-416f-9e5f-e5251d9bf7e7,Vitamins,2025-05-03,3,312.15
Twitter,Gritzo,Winter Bulk,25,b57bba9f-1dc2-4af7-b9f1-3f1d4b1c89be,Protein Powder,2025-04-11,2,224.57
Twitter,HKVitals,Summer Shred,17,bbd56325-1143-4ddd-814b-049fcc5fa19a,Vitamins,2025-04-20,0,0.0
Instagram,MuscleBlaze,Winter Bulk,73,c46e8df7-1c90-4a92-a81f-caf50451d00b,Creatine,2025-06-11,2,204.0
YouTube,Gritzo,Summer Shred,87,d08874a0-dfa0-45fe-bd78-4b68ac0ecd35,Creatine,2024-08-08,2,195.31
Twitter,HKVitals,New Year Fit,72,b08a2024-4204-4260-b8f0-64ef8c7154d5,Protein Powder,2025-07-12,3,143.43
YouTube,HKVitals,Summer Shred,83,6fda662f-aa17-47d6-8fe3-23da211e55a6,Creatine,2024-12-14,0,0.0
YouTube,Gritzo,Healthy Start,53,12338963-1a7b-4e74-85c4-aa851f3d8004,Protein Powder,2024-09-27,2,289.35
Twitter,HKVitals,New Year Fit,67,383bc524-74ab-4327-9ab6-8fc4c234b821,Gainers,2025-04-23,4,194.4
Twitter,MuscleBlaze,Summer Shred,67,595201f6-46fd-4287-9d4b-b52e019295aa,Vitamins,2024-08-28,0,0.0
YouTube,HKVitals,New Year Fit,36,8d1cb78c-cc14-4b9f-8219-c205391c18a7,Gainers,2025-05-24,2,253.03
Twitter,HKVitals,New Year Fit,1,ba623490-dc4f-4d60-b0a4-4d7e51f44793,Vitamins,2024-12-04,0,0.0
YouTube,Gritzo,Summer Shred,11,f898ebab-3a50-420d-82f5-12d36a80992f,Vitamins,2025-01-17,2,238.55
YouTube,MuscleBlaze,Summer Shred,55,b7c91615-e396-4a4a-a82a-4b297566163a,Vitamins,2024-08-15,0,0.0
Twitter,MuscleBlaze,Healthy Start,22,79e0ab75-3f4d-4f97-93ea-4148f6b38e2e,Creatine,2024-10-15,1,142.5
YouTube,HKVitals,Summer Shred,81,c8a340b5-3081-4eca-8252-6c06847206d9,Protein Powder,2024-12-05,1,57.87
Instagram,HKVitals,Summer Shred,56,658ac1df-23dd-47ce-ab20-5d0196957623,Creatine,2024-08-21,3,355.43
YouTube,MuscleBlaze,Summer Shred,32,0cd2846a-51ea-4dbd-b9d8-145f0bcc22e6,Gainers,2025-02-12,0,0.0
YouTube,Gritzo,Summer Shred,44,40946bc7-3510-4c66-8bf9-cb46996cdeee,Creatine,2024-11-13,4,303.47
Instagram,MuscleBlaze,Summer Shred,31,1f4b3cfd-9115-4451-b8e6-537baa137dcd,Gainers,2025-03-22,1,144.1
YouTube,MuscleBlaze,New Year Fit,81,9885c5cf-c417-43c3-85fd-a2a1af03ac37,Protein Powder,2024-09-13,0,0.0
YouTube,HKVitals,Summer Shred,8,8cdc78e1-50cc-425f-977f-8cf38264f16c,Gainers,2025-03-26,1,140.22
Twitter,MuscleBlaze,Summer Shred,89,19cdbd2b-065b-4280-a612-b3673678ba82,Vitamins,2024-12-12,2,71.62
Instagram,Gritzo,Summer Shred,57,8a5e85bb-3944-49d9-9312-a0169097e6b3,Creatine,2024-09-12,1,85.87
YouTube,MuscleBlaze,New Year Fit,81,8ac420bc-d881-4d9d-aadc-ce562df42018,Protein Powder,2025-05-20,5,406.39
YouTube,HKVitals,Summer Shred,87,d801c15c-9864-420b-8296-c0a54202a2bd,Protein Powder,2024-08-04,2,262.38
YouTube,Gritzo,New Year Fit,49,7ae617dd-e232-435b-af6e-9fc54ae16e28,Protein Powder,2025-04-28,3,255.38
Instagram,Gritzo,New Year Fit,97,007cca38-1a5b-43ea-b43b-3c8e937cff57,Vitamins,2025-03-06,3,277.15
Twitter,HKVitals,Summer Shred,85,3932e0e4-ea92-4209-bc29-d2c7110cfcc3,Gainers,2024-09-12,1,125.83
Twitter,HKVitals,New Year Fit,60,815bb105-69f3-4b64-ae70-d1234b65125d,Protein Powder,2025-07-23,3,257.54
Instagram,Gritzo,Summer Shred,84,5807f283-d695-409d-8cf8-e3bdcb7b1ac7,Gainers,2025-05-14,0,0.0
YouTube,MuscleBlaze,Winter Bulk,43,86721ef7-bf7c-40bf-971c-eb8c0a073811,Protein Powder,2024-12-05,0,0.0
Instagram,Gritzo,Summer Shred,2,6ca9b5e8-5fca-4e29-be4b-bacb48b58dac,Vitamins,2024-12-29,2,201.76
Twitter,HKVitals,Healthy Start,17,3f48cf90-6ebc-42e9-b1f6-d7bb2e877a56,Creatine,2024-09-14,3,235.39
Instagram,MuscleBlaze,New Year Fit,62,af269b50-b8e6-47eb-a835-48b05f63125f,Vitamins,2025-06-24,1,141.18
Instagram,MuscleBlaze,Summer Shred,18,614016cd-f619-477b-9a69-61c23a0a4ab8,Protein Powder,2024-12-23,1,70.35
Instagram,HKVitals,New Year Fit,40,3f419ba1-1a62-48bc-9020-da837201e857,Creatine,2024-11-20,3,170.97
Twitter,HKVitals,Winter Bulk,75,51fb5cc9-9e7e-4cd1-854b-73d25b51231e,Vitamins,2025-04-18,1,131.21
Instagram,HKVitals,Healthy Start,40,cdb7d41d-ab40-4b06-83ff-d9b05614f22e,Creatine,2024-08-06,0,0.0
Instagram,MuscleBlaze,Winter Bulk,2,767cf617-8c0f-4e6b-9589-8ec3b9b897a6,Protein Powder,2025-05-25,2,57.2
YouTube,HKVitals,Summer Shred,65,5238e61f-b013-4b56-a4a3-828449a8ca63,Gainers,2024-08-16,1,60.61
Twitter,MuscleBlaze,Winter Bulk,26,6526f696-421b-4bf5-b6ce-c5db3acb2bf2,Vitamins,2025-02-26,4,294.13
YouTube,Gritzo,Winter Bulk,44,ad0fb124-20ff-4afe-890f-35293b068558,Gainers,2024-10-08,3,62.23
Twitter,Gritzo,New Year Fit,89,a187abd4-4162-40ec-b0b3-d4e9b9e88f73,Creatine,2025-02-25,1,135.71
Instagram,HKVitals,Healthy Start,73,0c733b3d-c64f-4e73-85f5-f3db9bf53502,Creatine,2024-10-25,1,33.83
YouTube,HKVitals,Winter Bulk,43,459e9229-a17f-460a-8b63-b8de555f3d73,Protein Powder,2025-04-13,2,226.37
Twitter,MuscleBlaze,New Year Fit,6,0fd51b9b-2d41-444d-92de-e3dc3a363cd0,Vitamins,2025-05-21,2,235.04
Instagram,HKVitals,Winter Bulk,82,98d6a7f3-115a-4013-b1be-c31bc32257c8,Vitamins,2024-10-03,2,190.04
YouTube,HKVitals,Winter Bulk,80,175c8bec-4f7f-4cc9-bee0-c42764ca8721,Vitamins,2024-07-29,3,362.31
YouTube,MuscleBlaze,Healthy Start,95,bbb6e945-cc16-4764-bcbf-d0f907749fc0,Gainers,2024-09-10,1,137.58
YouTube,HKVitals,Winter Bulk,52,40cc7d85-83c5-4648-a621-38b48b5f75d0,Protein Powder,2024-08-04,1,22.64
